ID,NET,Instances,Scenarios,W,b,pulse,total,OF
1755,RI,RI18,100,85540,60856,0.056927765,1.530674709,40
1756,RI,RI18,100,85540,75666,0.093475219,1.567222163,94
1757,RI,RI18,100,89330,62751,0.07901528,1.552762224,51
1758,RI,RI18,100,89330,78698,0.030482087,1.504229031,99
1759,RI,RI18,200,82749,59368,0.068832351,2.957554451,60
1760,RI,RI18,200,82749,73396,0.083951801,2.972673901,180
1761,RI,RI18,200,86039,61013,0.095322031,2.984044131,88
1762,RI,RI18,200,86039,76028,0.14244918,3.03117128,191
1763,RI,RI18,200,89330,62659,0.105048826,2.993770926,109
1764,RI,RI18,200,89330,78661,0.119504574,3.008226674,197
1765,RI,RI18,500,83227,58144,0.075048016,8.03942589,143
1766,RI,RI18,500,83227,73193,0.09386137,8.058239244,454
1767,RI,RI18,500,86278,59669,0.117545247,8.081923121,209
1768,RI,RI18,500,86278,75634,0.191839466,8.15621734,481
1769,RI,RI18,500,89330,61195,0.150929658,8.115307532,264
1770,RI,RI18,500,89330,78076,0.276251939,8.240629813,491
1771,RI,RI18,1000,87744,60402,0.300607829,19.14902173,420
1772,RI,RI18,1000,87744,76807,0.417550764,19.26596467,953
1773,RI,RI18,1000,88537,60799,0.413999475,19.26241338,444
1774,RI,RI18,1000,88537,77441,0.544888456,19.39330236,959
1775,RI,RI18,1000,89330,61195,0.347753765,19.19616767,513
1776,RI,RI18,1000,89330,78076,0.649822044,19.49823595,970
1777,RI,RI19,1,1,4.03E-04,0.078604892,1,1
1778,RI,RI19,10,60804,47111,0.004405728,0.135803504,1
1779,RI,RI19,10,60804,55327,0.006003347,0.137401123,4
1780,RI,RI19,10,66304,49861,0.02692053,0.158318306,4
1781,RI,RI19,10,66304,59727,0.027914022,0.159311798,9
1782,RI,RI19,10,71805,52612,0.01759232,0.148990096,6
1783,RI,RI19,10,71805,64127,0.039898786,0.171296562,10
1784,RI,RI19,50,69430,50960,0.144944819,0.836942126,27
1785,RI,RI19,50,69430,62042,0.167041482,0.859038789,44
1786,RI,RI19,50,70617,51553,0.219802308,0.911799615,31
1787,RI,RI19,50,70617,62991,0.251107333,0.94310464,46
1788,RI,RI19,50,71805,52147,0.303466502,0.995463809,33
1789,RI,RI19,50,71805,63942,0.414475373,1.10647268,47
1790,RI,RI19,100,69430,48878,0.042825065,1.584692048,34
1791,RI,RI19,100,69430,61209,0.12084392,1.662710903,87
1792,RI,RI19,100,70617,49471,0.059147811,1.601014794,39
1793,RI,RI19,100,70617,62158,0.182148919,1.724015902,89
1794,RI,RI19,100,71805,50065,0.027939584,1.569806567,46
1795,RI,RI19,100,71805,63109,0.17512554,1.716992523,92
1796,RI,RI19,200,71771,50048,0.059198376,3.062089176,83
1797,RI,RI19,200,71771,63082,0.23150603,3.23439683,187
1798,RI,RI19,200,73810,51068,0.053622597,3.056513397,103
1799,RI,RI19,200,73810,64713,0.196236813,3.199127613,194
1800,RI,RI19,200,75850,52088,0.041792742,3.044683542,127
1801,RI,RI19,200,75850,66345,0.355910877,3.358801677,195
1802,RI,RI19,500,73986,50991,0.231112055,8.505615728,239
1803,RI,RI19,500,73986,64788,1.072262048,9.346765721,464
1804,RI,RI19,500,74918,51457,0.267084434,8.541588107,260
1805,RI,RI19,500,74918,65533,1.348244959,9.622748632,473
1806,RI,RI19,500,75850,51923,0.132961521,8.407465194,292
1807,RI,RI19,500,75850,66279,1.080520359,9.355024032,483
1808,RI,RI19,1000,75377,51687,0.260898592,19.24251399,538
1809,RI,RI19,1000,75377,65901,1.034375808,20.01599121,972
1810,RI,RI19,1000,76540,52268,0.263490892,19.24510629,575
1811,RI,RI19,1000,76540,66831,0.872956828,19.85457223,985
1812,RI,RI19,1000,77703,52850,0.315019647,19.29663505,604
1813,RI,RI19,1000,77703,67761,1.148573003,20.1301884,987
1814,RI,RI20,1,1,3.60E-04,0.080523502,1,1
1815,RI,RI20,10,40780,29125,0.002323758,0.136532435,1
1816,RI,RI20,10,40780,36118,0.001470228,0.135678905,7
1817,RI,RI20,10,44017,30744,8.98E-04,0.135106906,5
1818,RI,RI20,10,44017,38707,0.001059771,0.135268448,9
1819,RI,RI20,10,47255,32363,5.60E-04,0.134768594,7
1820,RI,RI20,10,47255,41298,7.82E-04,0.13499069,10
1821,RI,RI20,50,45613,30911,3.49E-04,0.728135208,34
1822,RI,RI20,50,45613,39732,0.001484407,0.729271038,44
1823,RI,RI20,50,48220,32214,9.25E-04,0.72871133,35
1824,RI,RI20,50,48220,41817,0.003882197,0.731668828,46
1825,RI,RI20,50,50828,33518,0.001410305,0.729196936,38
1826,RI,RI20,50,50828,43904,0.003961537,0.731748168,48
1827,RI,RI20,100,50358,32802,0.007670318,1.502963715,48
1828,RI,RI20,100,50358,43335,0.010994483,1.50628788,90
1829,RI,RI20,100,54054,34650,0.004648286,1.499941683,72
1830,RI,RI20,100,54054,46292,0.006695124,1.501988521,98
1831,RI,RI20,100,57750,36498,0.003872908,1.499166305,85
1832,RI,RI20,100,57750,49249,0.007956388,1.503249785,99
1833,RI,RI20,200,53225,34171,0.007653766,2.969935774,143
1834,RI,RI20,200,53225,45603,0.012630865,2.974912873,196
1835,RI,RI20,200,55487,35302,0.011367576,2.973649584,153
1836,RI,RI20,200,55487,47413,0.024901419,2.987183427,197
1837,RI,RI20,200,57750,36433,0.007409461,2.969691469,175
1838,RI,RI20,200,57750,49223,0.032000366,2.994282374,198
1839,RI,RI20,500,55293,34189,0.013952821,8.312992783,361
1840,RI,RI20,500,55293,46851,0.029847508,8.32888747,494
1841,RI,RI20,500,56521,34803,0.017679272,8.316719234,381
1842,RI,RI20,500,56521,47833,0.032815763,8.331855725,496
1843,RI,RI20,500,57750,35417,0.014423132,8.313463094,401
1844,RI,RI20,500,57750,48817,0.03499928,8.334039242,497
1845,RI,RI20,1000,55293,33414,0.014980116,19.32401821,683
1846,RI,RI20,1000,55293,46541,0.039477642,19.34851573,989
1847,RI,RI20,1000,56521,34028,0.019519171,19.32855726,712
1848,RI,RI20,1000,56521,47523,0.046631206,19.3556693,994
1849,RI,RI20,1000,57750,34642,0.018567373,19.32760546,757
1850,RI,RI20,1000,57750,48507,0.044369396,19.35340749,995
1851,RI,RI21,1,1,3.63E-04,0.078173552,1,1
1852,RI,RI21,10,53650,38831,0.003928223,0.132863604,1
1853,RI,RI21,10,53650,47722,0.003888483,0.132823864,5
1854,RI,RI21,10,56961,40486,0.006580375,0.135515756,2
1855,RI,RI21,10,56961,50371,0.014555551,0.143490932,6
1856,RI,RI21,10,60273,42142,0.003820876,0.132756257,4
1857,RI,RI21,10,60273,53020,0.003338132,0.132273513,9
1858,RI,RI21,50,59763,41887,0.057794146,0.786514555,5
1859,RI,RI21,50,59763,52612,0.077236073,0.805956482,25
1860,RI,RI21,50,61290,42651,0.059836096,0.788556505,10
1861,RI,RI21,50,61290,53834,0.070277785,0.798998194,42
1862,RI,RI21,50,62818,43415,0.073424206,0.802144615,12
1863,RI,RI21,50,62818,55056,0.043303828,0.772024237,46
1864,RI,RI21,100,61517,42764,0.11398397,1.648011758,14
1865,RI,RI21,100,61517,54016,0.151004247,1.685032035,65
1866,RI,RI21,100,65729,44870,0.20116621,1.735193998,30
1867,RI,RI21,100,65729,57385,0.32757634,1.861604128,92
1868,RI,RI21,100,69942,46977,0.187376608,1.721404396,46
1869,RI,RI21,100,69942,60756,0.109189086,1.643216874,99
1870,RI,RI21,200,64355,44183,0.271823793,3.321428561,48
1871,RI,RI21,200,64355,56286,0.354205702,3.40381047,178
1872,RI,RI21,200,67148,45580,0.272686823,3.322291591,76
1873,RI,RI21,200,67148,58520,0.460272395,3.509877163,191
1874,RI,RI21,200,69942,46977,0.329432721,3.379037489,94
1875,RI,RI21,200,69942,60756,0.31173145,3.361336218,197
1876,RI,RI21,500,65522,44767,0.179214398,8.707445011,169
1877,RI,RI21,500,65522,57220,0.271052815,8.799283428,459
1878,RI,RI21,500,67732,45872,0.306963803,8.835194416,211
1879,RI,RI21,500,67732,58988,0.579461705,9.107692318,479
1880,RI,RI21,500,69942,46977,0.386336252,8.914566865,255
1881,RI,RI21,500,69942,60756,0.502350508,9.030581121,492
1882,RI,RI21,1000,70299,45699,1.476927724,21.62498278,397
1883,RI,RI21,1000,70299,60459,1.947847073,22.09590213,963
1884,RI,RI21,1000,72024,46562,0.694726286,20.84278135,456
1885,RI,RI21,1000,72024,61839,1.888728036,22.0367831,978
1886,RI,RI21,1000,73749,47424,0.763059132,20.91111419,521
1887,RI,RI21,1000,73749,63219,2.148477809,22.29653287,987
1888,RI,RI22,1,1,2.17E-04,0.077499026,1,1
1889,RI,RI22,10,45699,31164,4.99E-04,0.129577012,0
1890,RI,RI22,10,45699,39885,8.57E-05,0.129163763,4
1891,RI,RI22,10,49664,33147,1.12E-04,0.129190302,2
1892,RI,RI22,10,49664,43057,1.69E-04,0.129247084,7
1893,RI,RI22,10,53630,35130,1.04E-04,0.129181851,3
1894,RI,RI22,10,53630,46230,8.50E-05,0.129163064,10
1895,RI,RI22,50,60599,38614,0.003435074,0.680831293,7
1896,RI,RI22,50,60599,51805,0.002483347,0.679879566,40
1897,RI,RI22,50,63350,39990,0.002356444,0.679752663,10
1898,RI,RI22,50,63350,54006,0.00426786,0.681664079,43
1899,RI,RI22,50,66102,41366,6.44E-04,0.678040155,21
1900,RI,RI22,50,66102,56207,0.001041472,0.678437691,49
1901,RI,RI22,100,63470,40050,0.0029436,1.505905638,17
1902,RI,RI22,100,63470,54102,0.00382395,1.506785988,80
1903,RI,RI22,100,64786,40708,0.004143125,1.507105163,19
1904,RI,RI22,100,64786,55154,0.004719525,1.507681563,86
1905,RI,RI22,100,66102,41366,0.001041125,1.504003163,40
1906,RI,RI22,100,66102,56207,0.003078673,1.506040711,93
1907,RI,RI22,200,67445,42037,0.007096153,3.079798201,55
1908,RI,RI22,200,67445,57282,0.008035868,3.080737916,181
1909,RI,RI22,200,68428,42529,0.00899905,3.081701098,60
1910,RI,RI22,200,68428,58068,0.009302929,3.082004977,184
1911,RI,RI22,200,69411,43020,0.00289988,3.075601928,92
1912,RI,RI22,200,69411,58854,0.006012426,3.078714474,190
1913,RI,RI22,500,71200,43915,0.012466319,7.950585131,171
1914,RI,RI22,500,71200,60286,0.018740091,7.956858903,464
1915,RI,RI22,500,75365,45997,0.014790636,7.952909448,266
1916,RI,RI22,500,75365,63618,0.0315142,7.969633012,488
1917,RI,RI22,500,79531,48080,0.010950973,7.949069785,341
1918,RI,RI22,500,79531,66950,0.027772664,7.965891476,496
1919,RI,RI22,1000,83518,50074,0.089879579,18.81142415,484
1920,RI,RI22,1000,83518,70140,0.283107979,19.00465255,971
1921,RI,RI22,1000,88952,52791,0.105749613,18.82729418,806
1922,RI,RI22,1000,88952,74487,0.154299639,18.87584421,998
1923,RI,RI22,1000,94386,55508,0.042636145,18.76418071,885
1924,RI,RI22,1000,94386,78834,0.083420728,18.8049653,999
1925,RI,RI23,1,1,4.06E-04,0.084528552,1,1
1926,RI,RI23,10,48824,38767,5.83E-04,0.129001521,2
1927,RI,RI23,10,48824,44801,4.30E-04,0.128849198,5
1928,RI,RI23,10,50924,39817,9.10E-04,0.129329356,4
1929,RI,RI23,10,50924,46481,4.87E-04,0.12890556,8
1930,RI,RI23,10,53024,40867,3.37E-04,0.12875554,5
1931,RI,RI23,10,53024,48161,3.65E-04,0.128783687,9
1932,RI,RI23,50,56658,40692,7.89E-04,0.705074039,18
1933,RI,RI23,50,56658,50271,0.001204343,0.705489594,38
1934,RI,RI23,50,57280,41003,8.58E-04,0.705143461,19
1935,RI,RI23,50,57280,50769,0.001422247,0.705707498,41
1936,RI,RI23,50,57903,41314,8.29E-04,0.705113779,22
1937,RI,RI23,50,57903,51267,0.001057745,0.705342996,44
1938,RI,RI23,100,62778,43169,0.005607137,1.565271703,40
1939,RI,RI23,100,62778,54934,0.008950649,1.568615215,89
1940,RI,RI23,100,64153,43857,0.003001708,1.562666274,52
1941,RI,RI23,100,64153,56034,0.005705543,1.565370109,95
1942,RI,RI23,100,65529,44545,0.003129937,1.562794503,58
1943,RI,RI23,100,65529,57135,0.00711564,1.566780206,96
1944,RI,RI23,200,67194,44339,0.081325489,3.110373246,65
1945,RI,RI23,200,67194,58052,0.086231701,3.115279458,177
1946,RI,RI23,200,71021,46252,0.018404085,3.047451842,114
1947,RI,RI23,200,71021,61113,0.064825627,3.093873384,194
1948,RI,RI23,200,74849,48166,0.015204796,3.044252553,137
1949,RI,RI23,200,74849,64176,0.023309596,3.052357353,199
1950,RI,RI23,500,68974,45229,0.082674824,8.405946707,243
1951,RI,RI23,500,68974,59476,0.100680603,8.423952486,469
1952,RI,RI23,500,71911,46697,0.024384803,8.347656686,325
1953,RI,RI23,500,71911,61825,0.100534704,8.423806587,489
1954,RI,RI23,500,74849,48166,0.021853336,8.345125219,372
1955,RI,RI23,500,74849,64176,0.083268543,8.406540426,496
1956,RI,RI23,1000,70596,45833,0.115522014,19.7029202,520
1957,RI,RI23,1000,70596,60690,0.138231814,19.72563,960
1958,RI,RI23,1000,72722,46896,0.043687745,19.63108593,662
1959,RI,RI23,1000,72722,62391,0.131621965,19.71902015,983
1960,RI,RI23,1000,74849,47959,0.038784608,19.6261828,739
1961,RI,RI23,1000,74849,64093,0.128612575,19.71601076,991
1962,RI,RI24,1,1,1.36E-04,0.082410963,1,1
1963,RI,RI24,10,62533,48305,0.002349391,0.133283072,0
1964,RI,RI24,10,62533,56842,0.002317264,0.133250945,2
1965,RI,RI24,10,70753,52415,0.009867526,0.140801207,2
1966,RI,RI24,10,70753,63418,5.72E-04,0.131505402,10
1967,RI,RI24,10,78973,56525,0.004151645,0.135085326,6
1968,RI,RI24,10,78973,69994,5.31E-04,0.131464614,10
1969,RI,RI24,50,73358,53718,0.123635127,0.796051872,3
1970,RI,RI24,50,73358,65502,0.154880439,0.827297184,30
1971,RI,RI24,50,76165,55121,0.062349265,0.73476601,18
1972,RI,RI24,50,76165,67747,0.177357387,0.849774132,44
1973,RI,RI24,50,78973,56525,0.09365031,0.766067055,23
1974,RI,RI24,50,78973,69994,0.162389982,0.834806727,48
1975,RI,RI24,100,74915,54496,0.22075557,1.69392688,15
1976,RI,RI24,100,74915,66747,0.298339383,1.771510693,80
1977,RI,RI24,100,76944,55511,0.085099713,1.558271023,44
1978,RI,RI24,100,76944,68370,0.281447922,1.754619232,92
1979,RI,RI24,100,78973,56525,0.168660332,1.641831642,47
1980,RI,RI24,100,78973,69994,0.322394677,1.795565987,96
1981,RI,RI24,200,80050,56636,1.098200609,4.035802874,52
1982,RI,RI24,200,80050,70684,1.766826509,4.704428774,182
1983,RI,RI24,200,81357,57289,0.621266181,3.558868446,74
1984,RI,RI24,200,81357,71730,1.921368567,4.858970832,187
1985,RI,RI24,200,82664,57943,0.293888819,3.231491084,102
1986,RI,RI24,200,82664,72775,2.325279191,5.262881456,190
1987,RI,RI24,500,82494,54961,1.656969182,9.699215543,133
1988,RI,RI24,500,82494,71480,5.944318202,13.98656456,454
1989,RI,RI24,500,84244,55836,3.159973823,11.20222018,154
1990,RI,RI24,500,84244,72880,11.39917559,19.44142196,462
1991,RI,RI24,500,85995,56711,1.958201601,10.00044796,214
1992,RI,RI24,500,85995,74281,7.879039515,15.92128588,485
1993,RI,RI24,1000,87081,57254,9.293247606,28.15493645,244
1994,RI,RI24,1000,87081,75150,36.00673605,54.8684249,936
1995,RI,RI24,1000,88125,57776,5.819208447,24.68089729,386
1996,RI,RI24,1000,88125,75985,38.23169481,57.09338366,958
1997,RI,RI24,1000,89169,58298,4.900717131,23.76240598,512
1998,RI,RI24,1000,89169,76820,21.68015307,40.54184191,983
1999,RI,RI25,1,1,8.20E-05,0.060197387,1,1
2000,RI,RI25,10,51168,37476,7.76E-04,0.164423272,1
2001,RI,RI25,10,51168,45691,4.03E-04,0.16405004,4
2002,RI,RI25,10,52473,38128,3.14E-04,0.163961621,2
2003,RI,RI25,10,52473,46735,3.80E-04,0.164027552,7
2004,RI,RI25,10,53779,38781,3.77E-04,0.164024897,2
2005,RI,RI25,10,53779,47780,2.64E-04,0.163911894,8
2006,RI,RI25,50,61619,42701,8.10E-04,0.609879747,18
2007,RI,RI25,50,61619,54052,0.001850654,0.610920871,42
2008,RI,RI25,50,64080,43932,0.0010208,0.610091017,21
2009,RI,RI25,50,64080,56020,0.002921321,0.611991538,44
2010,RI,RI25,50,66541,45162,7.23E-04,0.609793424,28
2011,RI,RI25,50,66541,57989,0.004067347,0.613137564,47
2012,RI,RI25,100,64250,44017,0.002139378,1.407371188,36
2013,RI,RI25,100,64250,56156,0.004805499,1.410037309,87
2014,RI,RI25,100,65395,44589,0.001781931,1.407013741,45
2015,RI,RI25,100,65395,57072,0.004135372,1.409367182,92
2016,RI,RI25,100,66541,45162,0.001399201,1.406631011,52
2017,RI,RI25,100,66541,57989,0.004287905,1.409519715,94
2018,RI,RI25,200,66365,45074,0.00754251,3.096287099,63
2019,RI,RI25,200,66365,57848,0.009594026,3.098338615,178
2020,RI,RI25,200,69176,46480,0.009972566,3.098717155,107
2021,RI,RI25,200,69176,60097,0.017320916,3.106065505,190
2022,RI,RI25,200,71988,47886,0.00522741,3.093971999,122
2023,RI,RI25,200,71988,62347,0.012169144,3.100913733,196
2024,RI,RI25,500,68218,44397,0.013143499,7.678837533,158
2025,RI,RI25,500,68218,58689,0.015272402,7.680966436,452
2026,RI,RI25,500,76180,48378,0.092370399,7.758064433,292
2027,RI,RI25,500,76180,65059,0.110359627,7.776053661,495
2028,RI,RI25,500,84142,52359,0.01180157,7.677495604,415
2029,RI,RI25,500,84142,71428,0.041196367,7.706890401,500
2030,RI,RI25,1000,70640,45608,0.031106747,19.65203552,374
2031,RI,RI25,1000,70640,60627,0.038759954,19.65968873,931
2032,RI,RI25,1000,77391,48983,0.121188377,19.74211715,610
2033,RI,RI25,1000,77391,66028,0.171625933,19.79255471,990
2034,RI,RI25,1000,84142,52359,0.027697234,19.64862601,811
2035,RI,RI25,1000,84142,71428,0.065355233,19.68628401,1000
2036,RI,RI26,1,1,4.69E-04,0.067901227,1,1
2037,RI,RI26,10,68021,49778,0.013168573,0.140096088,0
2038,RI,RI26,10,68021,60724,0.020345393,0.147272908,3
2039,RI,RI26,10,69998,50767,0.011512218,0.138439733,1
2040,RI,RI26,10,69998,62305,0.035687077,0.162614592,5
2041,RI,RI26,10,71976,51756,0.009027194,0.135954709,2
2042,RI,RI26,10,71976,63888,0.063039577,0.189967092,6
2043,RI,RI26,50,73114,52325,0.012773341,0.749312762,8
2044,RI,RI26,50,73114,64798,0.041083015,0.777622436,30
2045,RI,RI26,50,75582,53559,0.013836396,0.750375817,11
2046,RI,RI26,50,75582,66772,0.116938536,0.853477957,35
2047,RI,RI26,50,78051,54793,0.020544161,0.757083582,17
2048,RI,RI26,50,78051,68748,0.097309296,0.833848717,44
2049,RI,RI26,100,76635,54085,0.049544635,1.611142408,26
2050,RI,RI26,100,76635,67615,0.148052895,1.709650668,79
2051,RI,RI26,100,77343,54439,0.039689611,1.601287384,26
2052,RI,RI26,100,77343,68181,0.198871714,1.760469487,81
2053,RI,RI26,100,78051,54793,0.029278232,1.590876005,34
2054,RI,RI26,100,78051,68748,0.102779404,1.664377177,90
2055,RI,RI26,200,81238,56387,0.107682679,3.282234403,61
2056,RI,RI26,200,81238,71297,0.499989942,3.674541666,171
2057,RI,RI26,200,84250,57893,0.225257539,3.399809263,91
2058,RI,RI26,200,84250,73707,0.727424155,3.901975879,189
2059,RI,RI26,200,87262,59399,0.257943956,3.43249568,104
2060,RI,RI26,200,87262,76116,1.194714273,4.369265997,194
2061,RI,RI26,500,82051,56494,0.26745564,8.425743006,176
2062,RI,RI26,500,82051,71828,0.570781622,8.729068988,457
2063,RI,RI26,500,84656,57797,0.382382677,8.540670043,208
2064,RI,RI26,500,84656,73912,1.444323579,9.602610945,470
2065,RI,RI26,500,87262,59100,0.745860857,8.904148223,238
2066,RI,RI26,500,87262,75997,2.627626067,10.78591343,483
2067,RI,RI26,1000,85910,58424,0.683058601,19.39901377,390
2068,RI,RI26,1000,85910,74915,2.10729115,20.82324632,954
2069,RI,RI26,1000,86586,58762,0.79498337,19.51093854,408
2070,RI,RI26,1000,86586,75456,2.845668375,21.56162355,956
2071,RI,RI26,1000,87262,59100,0.642005688,19.35796086,480
2072,RI,RI26,1000,87262,75997,2.264397221,20.98035239,972
2073,RI,RI27,1,1,4.06E-04,0.082041852,1,1
2074,RI,RI27,10,75329,51087,0.071368987,0.198329886,1
2075,RI,RI27,10,75329,65632,0.075438289,0.202399188,5
2076,RI,RI27,10,88846,57846,0.01125108,0.138211979,3
2077,RI,RI27,10,88846,76446,0.001453746,0.128414645,10
2078,RI,RI27,10,102363,64604,0.021963475,0.148924374,7
2079,RI,RI27,10,102363,87259,2.25E-04,0.127185719,10
2080,RI,RI27,50,80593,53719,0.332981916,1.010476822,1
2081,RI,RI27,50,80593,69843,0.47467723,1.152172136,21
2082,RI,RI27,50,91478,59162,0.14562612,0.823121026,13
2083,RI,RI27,50,91478,78551,0.991348621,1.668843527,47
2084,RI,RI27,50,102363,64604,0.062276561,0.739771467,31
2085,RI,RI27,50,102363,87259,9.28E-04,0.678423166,50
2086,RI,RI27,100,83038,54942,0.857941582,2.334653008,1
2087,RI,RI27,100,83038,71799,0.927723425,2.404434851,58
2088,RI,RI27,100,92700,59773,0.220473271,1.697184697,34
2089,RI,RI27,100,92700,79529,1.119870611,2.596582037,97
2090,RI,RI27,100,102363,64604,0.104425703,1.581137129,66
2091,RI,RI27,100,102363,87259,0.013043975,1.489755401,100
2092,RI,RI27,200,85979,56412,1.245170825,4.142944424,8
2093,RI,RI27,200,85979,74152,1.579454791,4.47722839,137
2094,RI,RI27,200,94171,60508,0.616128377,3.513901976,72
2095,RI,RI27,200,94171,80706,2.836352106,5.734125705,194
2096,RI,RI27,200,102363,64604,0.258523499,3.156297098,130
2097,RI,RI27,200,102363,87259,0.081082861,2.97885646,200
2098,RI,RI27,500,91318,59082,6.099468997,14.03427642,66
2099,RI,RI27,500,91318,78423,10.56468944,18.49949686,441
2100,RI,RI27,500,96840,61843,1.134948226,9.069755652,223
2101,RI,RI27,500,96840,82841,5.540427065,13.47523449,491
2102,RI,RI27,500,102363,64604,0.582447,8.517254426,322
2103,RI,RI27,500,102363,87259,1.543659669,9.478467095,499
2104,RI,RI27,1000,93454,60150,8.502985854,27.6314834,156
2105,RI,RI27,1000,93454,80132,15.46043904,34.58893658,894
2106,RI,RI27,1000,97908,62377,1.004491214,20.13298876,485
2107,RI,RI27,1000,97908,83695,9.681572449,28.81007,984
2108,RI,RI27,1000,102363,64604,0.845086107,19.97358365,627
2109,RI,RI27,1000,102363,87259,5.537266747,24.66576429,996
2110,RI,RI28,1,1,3.21E-04,0.079241985,1,1
2111,RI,RI28,10,52515,38913,4.79E-04,0.135724164,6
2112,RI,RI28,10,52515,47074,4.36E-04,0.135681002,8
2113,RI,RI28,10,59341,42326,2.51E-04,0.135495852,7
2114,RI,RI28,10,59341,52535,8.88E-05,0.135333681,10
2115,RI,RI28,10,66168,45740,2.52E-04,0.135496971,8
2116,RI,RI28,10,66168,57996,7.41E-05,0.135318944,10
2117,RI,RI28,50,61240,41254,0.003826115,0.694584368,14
2118,RI,RI28,50,61240,53245,0.006214757,0.69697301,42
2119,RI,RI28,50,63704,42486,0.003590191,0.694348444,23
2120,RI,RI28,50,63704,55216,0.011110491,0.701868744,44
2121,RI,RI28,50,66168,43718,0.002807549,0.693565802,26
2122,RI,RI28,50,66168,57188,0.006287671,0.697045924,48
2123,RI,RI28,100,63781,42524,0.005890764,1.409704237,40
2124,RI,RI28,100,63781,55278,0.015072586,1.418886059,87
2125,RI,RI28,100,67909,44588,0.035842405,1.439655878,55
2126,RI,RI28,100,67909,58580,0.047341421,1.451154894,96
2127,RI,RI28,100,72038,46653,0.005002522,1.408815995,66
2128,RI,RI28,100,72038,61884,0.03740678,1.441220253,98
2129,RI,RI28,200,68097,44682,0.00602402,3.045750577,98
2130,RI,RI28,200,68097,58731,0.035904563,3.07563112,187
2131,RI,RI28,200,70067,45667,0.005611118,3.045337675,118
2132,RI,RI28,200,70067,60307,0.06115456,3.100881117,190
2133,RI,RI28,200,72038,46653,0.00641611,3.046142667,130
2134,RI,RI28,200,72038,61884,0.037364106,3.077090663,196
2135,RI,RI28,500,69757,45512,0.028177743,8.272443565,230
2136,RI,RI28,500,69757,60059,0.160980236,8.405246058,469
2137,RI,RI28,500,72554,46911,0.018697558,8.26296338,327
2138,RI,RI28,500,72554,62296,0.139080806,8.383346628,490
2139,RI,RI28,500,75351,48309,0.021995323,8.266261145,359
2140,RI,RI28,500,75351,64534,0.284915402,8.529181224,493
2141,RI,RI28,1000,72114,45728,0.06519432,20.07963135,470
2142,RI,RI28,1000,72114,61559,0.370802155,20.38523919,959
2143,RI,RI28,1000,73732,46537,0.086448208,20.10088524,510
2144,RI,RI28,1000,73732,62854,0.521527597,20.53596463,972
2145,RI,RI28,1000,75351,47347,0.041345269,20.0557823,686
2146,RI,RI28,1000,75351,64149,0.439078151,20.45351518,985
2147,RI,RI29,1,1,2.32E-04,0.080778493,1,1
2148,RI,RI29,10,42625,29058,0.001878102,0.149009092,0
2149,RI,RI29,10,42625,37198,0.00109162,0.14822261,3
2150,RI,RI29,10,45640,30565,0.001602368,0.148733358,1
2151,RI,RI29,10,45640,39610,0.003501842,0.150632832,7
2152,RI,RI29,10,48655,32073,0.001779975,0.148910965,2
2153,RI,RI29,10,48655,42022,0.001549917,0.148680907,9
2154,RI,RI29,50,51844,33667,0.017022415,0.699954463,2
2155,RI,RI29,50,51844,44573,0.02009613,0.703028178,35
2156,RI,RI29,50,53270,34380,0.011251011,0.694183059,6
2157,RI,RI29,50,53270,45714,0.027363045,0.710295093,39
2158,RI,RI29,50,54697,35094,0.003897213,0.686829261,14
2159,RI,RI29,50,54697,46855,0.024642587,0.707574635,44
2160,RI,RI29,100,51902,33696,0.013357353,1.503620013,12
2161,RI,RI29,100,51902,44619,0.016294599,1.506557259,75
2162,RI,RI29,100,53299,34395,0.008863347,1.499126007,18
2163,RI,RI29,100,53299,45737,0.016839081,1.507101741,88
2164,RI,RI29,100,54697,35094,0.00528866,1.49555132,33
2165,RI,RI29,100,54697,46855,0.019258733,1.509521393,92
2166,RI,RI29,200,55496,35493,0.036256215,2.988611542,28
2167,RI,RI29,200,55496,47495,0.067832434,3.020187761,162
2168,RI,RI29,200,57687,36589,0.036313065,2.988668392,51
2169,RI,RI29,200,57687,49247,0.090755249,3.043110576,185
2170,RI,RI29,200,59879,37685,0.014376199,2.966731526,98
2171,RI,RI29,200,59879,51001,0.050561454,3.002916781,196
2172,RI,RI29,500,58639,37065,0.058185887,8.231920538,237
2173,RI,RI29,500,58639,50009,0.191222837,8.364957488,474
2174,RI,RI29,500,59302,37396,0.071799209,8.24553386,250
2175,RI,RI29,500,59302,50539,0.210780001,8.384514652,477
2176,RI,RI29,500,59966,37728,0.090822297,8.264556948,259
2177,RI,RI29,500,59966,51071,0.22600575,8.399740401,483
2178,RI,RI29,1000,60660,38075,0.233677674,19.00361429,348
2179,RI,RI29,1000,60660,51626,0.528021998,19.29795861,941
2180,RI,RI29,1000,61278,38384,0.279441381,19.04937799,365
2181,RI,RI29,1000,61278,52120,0.639533237,19.40946985,948
2182,RI,RI29,1000,61896,38693,0.2119159,18.98185251,571
2183,RI,RI29,1000,61896,52615,0.52684587,19.29678248,976
2184,RI,RI30,1,1,2.05E-04,0.101499563,1,1
2185,RI,RI30,10,36336,26014,5.95E-04,0.140245686,0
2186,RI,RI30,10,36336,32207,1.70E-04,0.139819934,4
2187,RI,RI30,10,40787,28240,1.00E-04,0.139750302,6
